CpGmarker,CoefficientTraining,CoefficientTrainingShrunk,varByCpG,minByCpG,maxByCpG,medianByCpG,medianByCpGYoung,medianByCpGOld,Gene_ID,GenomeBuild,Chr,MapInfo,SourceVersion,TSS_Coordinate,Gene_Strand,Symbol,Synonym,Accession,GID,Annotation,Product,Marginal Age Relationship,chr.coord_hg19,H3K27ac,H3K4me3,H3K36me3,H3K27me3,H3K9ac,H3K4me1,H3K9me3,RNF2,EZH2,RNA,Replication_timing,LaminB1,Gene_body,CGI,Shore,Shelf,ChrHMM_state,ChrHMM_state_reann
cg03330058,-0.064471129,NA,0.021,0.022,0.97,0.32,0.4,0.29,80325,36,3,128875093,36.1,128874471,+,ABTB1,BPOZ; EF1ABP; PP2259; MGC20585;,NM_032548.2,GI:25777622,isoform 1 is encoded by transcript variant 1; elongation factor 1A binding protein; go_function: protein binding; go_function: translation elongation factor activity,ankyrin repeat and BTB (POZ) domain containing 1 isoform 1,negative,chr3:127392403,1.14742145786574,0.7821364425062,0.0298634845533671,-0.55913607358408,0.850000752863807,1.45385795832677,-0.285895399874561,0.230707628805469,-0.197240917155256,-0.00435778837826871,74.8651339752121,1.7039488676363,Yes,Yes,No,No,2,Promoter
cg03565323,-0.207653221,NA,0.0031,0.014,0.59,0.11,0.11,0.12,57336,36,17,16413591,36.1,16413189,-,ZNF287,,NM_020653.1,GI:10190687,go_component: nucleus; go_function: zinc ion binding; go_function: metal ion binding; go_function: transcription factor activity; go_process: transcription; go_process: regulation of transcription; DNA-dependent,zinc finger protein 287,positive,chr17:16472866,-0.622307885749668,-0.502451049387459,-0.461311457376265,-0.425726144791453,-0.849533184228921,-0.244455072205994,-0.423463327160922,-0.814021389555876,-0.157757990338986,-0.429456221072508,71.8232116699219,1.28286569944632,No,No,Yes,No,17,Weak enhancer
cg03578041,-0.032630972,NA,0.0089,0,0.89,0.27,0.28,0.27,55323,36,15,68934361,36.1,68933552,-,LARP6,FLJ11196;,NM_197958.1,GI:37537705,###############################################################################################################################################################################################################################################################,acheron isoform 2,negative,chr15:71147307,-0.891946716534679,-0.458735400258054,-0.235257083168502,1.1508384854457,-0.933995661609254,-0.660408957706561,-0.157475680540229,-0.258224351785416,-0.160650746092108,-0.439261680600165,85.350604126281,0.305480452121368,Yes,No,Yes,No,24,Repressed polycomb
cg03588357,-0.858843002,NA,0.0011,0.01,0.97,0.057,0.052,0.061,8111,36,14,90789926,36.1,90789977,-,GPR68,OGR1; MGC111379;,NM_003485.3,GI:74316010,###############################################################################################################################################################################################################################################################,G protein-coupled receptor 68,positive,chr14:91720173,0.524689707153741,0.159643251189427,-0.501438317764832,-0.0674445584949458,0.472009128689339,1.64870293916027,-0.442085683300558,0.0756813896161368,-0.115998575879317,-0.330705814615586,45.4345855712891,1.88815901231405,Yes,Yes,No,No,2,Promoter
cg03682823,-0.112677232,NA,0.0042,0.021,0.95,0.46,0.47,0.46,8910,36,7,94124889,36.1,94123414,-,SGCE,ESG; DYT11;,NM_003919.1,GI:10835046,###############################################################################################################################################################################################################################################################,sarcoglycan; epsilon,negative,chr7:94286953,-0.813703700568798,-0.238857853750755,-0.171430432322942,-0.268438305481114,-0.686044322494316,-0.495382863644733,0.721810613148793,-0.305858206919397,0.523438456463188,-0.429456221072508,66.1882019042969,0.359594732748171,Yes,No,Yes,No,2,Promoter
cg03760483,0.014946399,NA,0.025,0,0.95,0.43,0.39,0.46,239,36,17,6840021,36.1,6840128,+,ALOX12,LOG12;,NM_000697.1,GI:4502050,12(S)-lipoxygenase; platelet-type 12-lipoxygenase/arachidonate 12-lipoxygenase; go_component: cytosol; go_component: sarcolemma; go_function: iron ion binding; go_function: metal ion binding; go_function: lipoxygenase activity; go_function: oxidoreductase activity; go_function: hepoxilin-epoxide hydrolase activity; go_function: potassium channel inhibitor activity; go_function: arachidonate 12-lipoxygenase activity; go_function: arachidonate 12-lipoxygenase activity; go_process: cell motility; go_process: anti-apoptosis; go_process: anti-apoptosis; go_process: electron transport; go_process: superoxide release; go_process: fatty acid oxidation; go_process: leukotriene biosynthesis; go_process: arachidonic acid metabolism; go_process: regulation of membrane potential; go_process: negative regulation of cell volume; go_process: positive regulation of cell growth; go_process: positive regulation of cell adhesion; go_process: positive regulation of cell proliferation; go_process: positive regulation of cell proliferation; go_process: oxygen and reactive oxygen species metabolism,arachidonate 12-lipoxygenase,positive,chr17:6899297,-0.664073379493629,-0.688664658666503,3.05129865762477,-0.393211640110702,-0.752972459520646,-0.624200861420782,0.151361947201302,-1.2184467063799,0.557340183876449,-0.125523331090248,63.3056983947754,1.14508706061005,No,Yes,No,No,23,Bivalent promoter
cg03891319,-0.026893522,NA,0.0017,0.0073,0.49,0.061,0.079,0.057,95,36,3,51991878,36.1,51992603,+,ACY1,ACY1D; ACYLASE;,NM_000666.1,GI:4501900,###############################################################################################################################################################################################################################################################,aminoacylase 1,negative,chr3:52016838,-0.0342325497645224,0.219879235489944,-0.408137070172499,-0.653535680075548,0.438011360792421,1.06333794617944,-0.312010888339337,0.503411745760912,-0.378840120282679,-0.40010251416111,84.6597747802734,1.63323270553906,Yes,No,Yes,No,3,Promoter
cg03947362,-0.301555266,NA,0.00017,0,0.17,0.041,0.043,0.04,129450,36,2,200528399,36.1,200528468,-,FLJ37953,MGC70509;,NM_152382.1,GI:22748818,synonym: MGC70509,hypothetical protein LOC129450,negative,chr2:200820154,0.803440251432991,1.94856086165121,0.386984662742475,-0.663573345254359,1.33010080320241,0.471672886870952,-0.14148730136289,0.383608651014295,-0.295811376012163,0.0472692465100539,63.6093215942383,2.66240919244379,Yes,Yes,No,No,3,Promoter
cg04005032,-0.144763726,NA,0.00025,0,0.19,0.045,0.044,0.045,114884,36,3,31997771,36.1,31998242,-,OSBPL10,ORP10; OSBP9; FLJ20363;,NM_017784.3,GI:23111057,oxysterol-binding protein-related protein 10; OSBP-related protein 10; go_process: lipid transport; go_process: steroid metabolism,oxysterol-binding protein-like protein 10,negative,chr3:32022767,-0.052936602418907,1.42985086327702,-0.0370368296889054,2.47522655492975,-0.133723618367415,0.409328050972754,-0.00302595826064757,-0.733395076027685,0.222958893504442,0.0439084445700963,44.7399978637695,1.5616041079811,Yes,Yes,No,No,1,Active TSS
cg04084157,1.034144196,0.763330927,0.003,0.01,0.44,0.11,0.086,0.14,7425,36,7,100595769,36.1,100595572,-,VGF,,NM_003378.2,GI:17136077,neuro-endocrine specific protein VGF; go_component: cellular component unknown; go_function: growth factor activity; go_process: biological process unknown,VGF nerve growth factor inducible precursor,positive,chr7:100809049,-0.873067128904107,-0.427900858644311,-0.421291912623552,1.00475503833283,-0.945630462308965,0.133664771109057,0.195297207924723,0.609290489259769,0.143875278750845,-0.439261680600165,82.0953750610352,0.729999134725227,No,Yes,No,No,23,Bivalent promoter
cg04094160,-0.201195165,NA,0.00027,0,0.82,0.046,0.048,0.043,9925,36,9,37455712,36.1,37455396,-,ZBTB5,,NM_014872.1,GI:7662073,go_component: nucleus; go_function: DNA binding; go_function: protein binding; go_function: zinc ion binding; go_function: metal ion binding; go_process: transcription; go_process: regulation of transcription; DNA-dependent,zinc finger and BTB domain containing 5,negative,chr9:37465712,-0.669601076465177,-0.729231486505102,-0.546959064255409,-0.7426147298224,-0.278182939414779,-0.707907371522644,-0.431305227945398,-0.0810304037806125,0.502022759082628,-0.356518495766061,71.8728179931641,-2.38963818009614,No,Yes,No,No,1,Active TSS
cg04121983,0.054920672,NA,0.0015,0,0.46,0.072,0.071,0.073,57513,36,17,71022680,36.1,71023222,-,CASKIN2,ANKS5B; FLJ21609; KIAA1139;,NM_020753.2,GI:45433546,go_component: cytoplasm; go_function: molecular function unknown; go_process: biological process unknown,cask-interacting protein 2,negative,chr17:73511085,-0.752108901095732,-0.676928197574405,-0.508751931283152,0.985750254244721,-0.746596601801939,-0.214455370421911,-0.379583416101181,-0.49709214940852,1.85492907653942,-0.439261680600165,79.6541213989258,1.1347171165781,Yes,Yes,No,No,3,Promoter
cg04126866,0.079374551,NA,0.013,0.09,0.98,0.83,0.82,0.84,387695,36,10,85922743,36.1,85923547,+,C10orf99,UNQ1833; FLJ21763;,NM_207373.1,GI:46409375,RLLV1833; Em:AC022389.2,hypothetical protein LOC387695,positive,chr10:85932763,-0.721747537520558,-0.850469539178077,0.0418501908973804,-0.328057796226538,-0.916455946167635,-0.496255127393452,-0.146513396877731,-0.580298400137894,-0.577850055341888,-0.429456221072508,55.1083145141602,0.923769478137213,No,No,No,No,18,Weak enhancer
cg04268405,-0.416694314,-0.23291363,0.033,0,0.99,0.9,0.9,0.91,9469,36,10,73393227,36.1,73394126,+,CHST3,C6ST; C6ST1;,NM_004273.2,GI:19923280,###############################################################################################################################################################################################################################################################,carbohydrate (chondroitin 6) sulfotransferase 3,negative,chr10:73723221,-0.901138525960015,-0.4804680560877,0.539978416588246,2.44547800742211,-0.867301549972241,-0.627155472081181,1.18109928281385,0.329421964821341,0.339142148634749,-0.439261680600165,75.9247589111328,0.351712769089778,No,No,Yes,No,23,Bivalent promoter
cg04431054,-0.05992505,NA,0.013,0,0.96,0.17,0.22,0.14,133619,36,5,126880923,36.1,126881247,+,LOC133619,,NM_130809.2,GI:31377624,,hypothetical protein LOC133619,negative,chr5:126853024,-0.365440912683177,-0.285154666860148,-0.117111177789053,-0.498913812700518,-0.317633062327548,0.625188795185396,-0.22656098063899,0.93604176282239,-0.186642255151821,-0.439261680600165,46.7197723388672,2.37503768845229,No,No,Yes,No,2,Promoter
cg04452713,-0.001478366,NA,0.0091,0.014,0.93,0.14,0.15,0.15,667,36,6,56815646,36.1,56816422,-,DST,BPA; BP240; BPAG1; MACF2; CATX-15; KIAA0465; KIAA1470;,NM_020388.2,GI:20357503,isoform 1eB precursor is encoded by transcript variant 1eB; bullous pemphigoid antigen 1; 230/240kDa; hemidesmosomal plaque protein; go_component: cytoplasm; go_component: cytoskeleton; go_component: cytoplasm; go_component: cytoplasm; go_component: hemidesmosome; go_component: hemidesmosome; go_component: extracellular space; go_component: basement membrane; go_component: intercellular junction; go_component: cytoplasmic membrane-bound vesicle; go_function: actin binding; go_function: protein binding; go_function: calcium ion binding; go_function: integrin binding; go_function: actin filament binding; go_function: protein C-terminus binding; go_function: structural constituent of cytoskeleton; go_function: structural constituent of cytoskeleton; go_process: cell adhesion; go_process: cell cycle arrest; go_process: integrin-mediated signaling pathway; go_process: cytoskeleton organization and biogenesis; go_process: actin cytoskeleton organization and biogenesis; go_process: intermediate filament cytoskeleton organization and biogenesis; go_process: intermediate filament cytoskeleton organization and biogenesis; go_process: intermediate filament cytoskeleton organization and biogenesis,dystonin isoform 1eB precursor,negative,chr6:56707687,-0.574011571061114,-0.328292739726261,0.193051471718491,1.95030139235768,-0.657359722726125,0.953539346572207,0.582901582004705,1.31289001762847,0.790505880474795,-0.369709569267075,75.248542671489,2.3372719880916,Yes,No,Yes,No,3,Promoter
cg04474832,-0.444042106,-0.275148589,0.011,0.025,0.88,0.25,0.3,0.22,25864,36,3,51983527,36.1,51984124,+,ABHD14A,DORZ1; DKFZP564O243;,NM_015407.3,GI:34147328,go_function: hydrolase activity; go_process: aromatic compound metabolism,abhydrolase domain containing 14A,negative,chr3:52008487,-0.568320853503778,-0.211071763258344,-0.427702352450218,-0.642812779038473,-0.253486465101557,0.726424889164996,-0.0165865836580406,-0.114161482956625,-0.350775053792936,-0.356195386213725,84.3882556258889,2.34125130032412,Yes,No,Yes,No,2,Promoter
cg04528819,0.771798107,1.447966286,0.0027,0.019,0.56,0.11,0.077,0.14,136259,36,7,130068855,36.1,130069400,-,KLF14,BTEB5;,NM_138693.1,GI:20162553,BTE-binding protein 5; go_component: nucleus; go_function: DNA binding; go_function: zinc ion binding; go_function: metal ion binding; go_process: transcription; go_process: regulation of transcription; DNA-dependent,Kruppel-like factor 14,positive,chr7:130418315,-0.742084366014638,-0.00513677785980563,1.18225726854062,4.02216231876062,-0.718027958418037,0.35325251144056,13.2081073906571,0.0977932867453919,1.0001197251362,-0.439261680600165,81.4757347011804,1.85243238977881,Yes,Yes,No,No,23,Bivalent promoter
cg04836038,0.440056203,NA,0.0025,0.018,0.77,0.091,0.078,0.1,23348,36,13,98537383,36.1,98536661,-,DOCK9,ZIZ1; KIAA1058; KIAA1085; zizimin1; RP11-155N3.2; DKFZp686N04132;,NM_015296.1,GI:24308028,go_component: cellular component unknown; go_function: GTP binding; go_function: GTPase binding; go_function: guanyl-nucleotide exchange factor activity; go_process: biological process unknown,dedicator of cytokinesis 9,positive,chr13:99739382,3.05034819014505,1.95623210232574,0.466656944835323,0.872086581661713,1.5754195440407,1.32738870065854,-0.083284505681693,0.645690966491751,3.70850977824504,1.21535379474987,51.0787765236567,3.1241922645785,No,Yes,No,No,2,Promoter
cg04999691,-0.001756899,NA,0.026,0.05,0.94,0.68,0.7,0.67,113763,36,7,149657983,36.1,149657871,+,C7orf29,,NM_138434.2,GI:49574496,,hypothetical protein LOC113763,negative,chr7:150027050,-0.643878399644413,-0.65058414897948,6.73550337584145,-0.466487460498837,-0.812790460138528,-0.883799433732211,-0.268967434762808,-0.847717884816026,-0.718067315478671,0.435614563967891,36.0716247558594,0.64929174746314,Yes,No,No,No,7,Transcribed
cg05250458,0.087295559,NA,0.0072,0.002,0.99,0.24,0.23,0.26,7730,36,19,9334565,36.1,9334696,+,ZNF177,,NM_003451.1,GI:4508008,###############################################################################################################################################################################################################################################################,zinc finger protein 177,positive,chr19:9473565,-0.746756275187167,-0.988390346680192,0.551206316783036,1.05793932547485,-0.784492033257047,-0.711895831265719,7.31821263257079,0.346053759721775,-0.173008000241995,-0.439261680600165,35.9448697002154,1.39450546446015,Yes,No,Yes,No,22,Poised promoter
cg05294243,0.11851793,NA,0.0056,0,0.7,0.23,0.22,0.25,26085,36,19,56260918,36.1,56260179,-,KLK13,KLKL4; KLK-L4; DKFZP586J1923;,NM_015596.1,GI:11496280,###############################################################################################################################################################################################################################################################,kallikrein 13 precursor,positive,chr19:51569106,-0.775066446907792,-0.83916406590229,0.331795407079018,1.44195114998956,-0.831512240449048,-0.40451116438489,0.546294195431972,0.297296394208769,-0.297152412343262,-0.439261680600165,31.0250968933105,2.22823698567203,No,No,Yes,No,23,Bivalent promoter
cg05365729,0.052940133,NA,0.0093,0.034,0.71,0.32,0.33,0.31,4017,36,8,23318018,36.1,23317667,-,LOXL2,LOR2; WS9-14;,NM_002318.2,GI:67782347,###############################################################################################################################################################################################################################################################,lysyl oxidase-like 2 precursor,positive,chr8:23262073,-0.920957256151123,-0.833621689680268,0.111737998662199,2.00695259344806,-0.92040059999611,0.264252303280153,0.286980193674913,-0.165241940357452,0.605673591738428,-0.40989114295842,80.5533142089844,1.97520121459096,Yes,No,Yes,No,23,Bivalent promoter
